DOI,author,censored,date,html_views,pdf_views,title
https://doi.org/10.1017/S0305741015000533,Max D. Woodworth,0,June 2015,3,27,"Remaking China's Great Cities: Space and Culture in Urban Housing, Renewal, and Expansion"
https://doi.org/10.1017/S0305741000006330,Kim Woodard,0,September 1971,0,2,Dynamics of China's Foreign Relations
https://doi.org/10.1017/S0305741000038686,Tang Tsou,0,June 1986,0,4,Deng Xiaoping pingzhuan (A Critical Biography of Deng Xiaoping)
https://doi.org/10.1017/S0305741000028113,William J. Barnds,0,March 1981,0,3,China's Role in World Affairs
https://doi.org/10.1017/S0305741000011292,Byung-joon Ahn,1,June 1974,0,294,The Cultural Revolution and China's Search for Political Order
https://doi.org/10.1017/S0305741000041771,Marcus Green,0,March 1964,0,4,The National People's Congress
https://doi.org/10.1017/S0305741006001135,DELIA DAVIN,0,March 2007,0,8,Global Cinderellas: Migrant Domestics and Newly Rich Employers in Taiwan
https://doi.org/10.1017/S0305741011000798,Hiroki Takeuchi,0,September 2011,3,37,The Perils of Proximity: China–Japan Security Relations
https://doi.org/10.1017/S0305741012001361,Richard Louis Edmonds,0,December 2012,2,27,China's Environmental Challenges
https://doi.org/10.1017/S0305741000029556,Ma Sen,0,December 1981,0,4,The Drowning of an Old Cat and Other Stories
https://doi.org/10.1017/S0305741000001648,Susan Daruvala,0,December 1999,0,7,"Ideology, Power, Text: Self-Representation and the Peasant “Other” in Modern Chinese Literature"
https://doi.org/10.1017/S0305741000033907,W. E. Willmott,0,June 1976,0,1,"The Chinese in America, 1820–1973"
https://doi.org/10.1017/S0305741003250633,Ann Kent,0,December 2003,0,7,Dangerous Minds: Political Psychiatry in China Today and its Origins in the Mao Era
https://doi.org/10.1017/S030574101100124X,Adelyn Lim,0,December 2011,3,14,Breaking Feminist Waves: The Many Dimensions of Chinese Feminism
https://doi.org/10.1017/S030574100003232X,Qi Luo and Christopher Howe,0,December 1993,0,6,Direct Investment and Economic Integration in the Asia Pacific: The Case of Taiwanese Investment in Xiamen
https://doi.org/10.1017/S0305741000005440,David Zweig,0,June 1991,0,3,The Geography of Contemporary China: The Impact of Deng Xiaoping's Decade
https://doi.org/10.1017/S0305741000045094,Arthur S. Ding,0,June 1996,0,8,"China′s Defence Finance: Content, Process and Administration"
https://doi.org/10.1017/S0305741000045203,John W. Witek,0,June 1996,0,6,Historiography of the Chinese Catholic Church
https://doi.org/10.1017/S0305741000044787,,0,September 1970,0,3,The Chinese Machine-Building Industry
https://doi.org/10.1017/S0009443903000251,Lai Chi-Tim,0,June 2003,0,52,"Daoism in China Today, 1980–2002"
https://doi.org/10.1017/S030574100000761X,Michael Gasster,0,December 1975,0,2,China Perceived: Images and Policies in Chinese-American Relations
https://doi.org/10.1017/S0305741012000690,Kate Foster,0,June 2012,2,21,Chinese Literature: A Very Short Introduction
https://doi.org/10.1017/S0009443903310125,Fung Kwan,0,March 2003,0,2,Guangdong in the Twenty-first Century: Stagnation or Second Take-off
https://doi.org/10.1017/S0305741000003428,Pitman B. Potter,1,September 1999,0,207,The Chinese Legal System: Continuing Commitment to the Primacy of State Power
https://doi.org/10.1017/S0305741000011899,Elisabeth Croll,0,September 1977,0,17,A Recent Movement to Redefine the Role and Status of Women
https://doi.org/10.1017/S0305741000040625,Thomas A. Metzger,0,June 1979,0,2,The Outsiders: The Western Experience in India and China
https://doi.org/10.1017/S0305741000015794,Stanley Rosen,1,March 1985,0,124,Guangzhou's Democracy Movement in Cultural Revolution Perspective*
https://doi.org/10.1017/S0305741011001524,Simon Shen (a1),0,March 2012,3,54,Online Chinese Perceptions of Latin America: How They Differ from the Official View*
https://doi.org/10.1017/S0305741012000082,Ellen R. Judd,0,March 2012,3,34,The Gender of Memory: Rural Women and China's Collective Past
https://doi.org/10.1017/S0305741000000771,Harry Harding,0,September 1982,0,3,China: The Post-Mao View
https://doi.org/10.1017/S0305741000044921,Dan Jacobs,0,September 1970,0,2,Revolyutsiya 1925–27 v Kitae (The 1925–1927 Revolution in China)
https://doi.org/10.1017/S0305741011001287,Kimberley Ens Manning,0,December 2011,5,27,Catastrophe and Contention in Rural China: Mao's Great Leap Forward
https://doi.org/10.1017/S0305741000053388,Sheldon W. Simon,0,December 1994,0,1,China and Southeast Asia: Into the 21st Century
https://doi.org/10.1017/S0305741000051067,Mary B. Rankin,0,September 1987,0,11,"A Mosaic of the Hundred Days: Personalities, Politics, and Ideas of 1898"
https://doi.org/10.1017/S0305741000051857,Joseph Y. S. Cheng and Jane C. Y. Lee,0,September 1996,0,7,The Changing Political Attitudes of the Senior Bureaucrats in Hong Kong's Transition*
https://doi.org/10.1017/S0305741000048621,Audrey Donnithorne,0,March 1965,0,2,The Economy of Mainland China 1949–63: A Bibliography of Materials in English
https://doi.org/10.1017/S0305741000015307,Nancy Shatzman Steinhardt,0,September 1995,0,2,Liang and Lin: Partners in Exploring China's Architectural Past
https://doi.org/10.1017/S0305741000012947,Erik Baark,0,September 1980,0,4,"The Structure of Technological Information Dissemination in China: Publication of Scientific and Technological Manuals, 1970–1977"
https://doi.org/10.1017/S0305741000029799,John Schrecker,0,June 1993,0,3,The Tyranny of History: The Roots of China's Crisis
https://doi.org/10.1017/S0305741000042351,Gordon Bennett,0,June 1978,0,4,Revolution at Work: Mobilization Campaigns in China
https://doi.org/10.1017/S0305741000035931,Erhard Louven,0,June 1994,0,4,Chinas Weg zur Marktwirtschaft
https://doi.org/10.1017/S0305741000049833,Allen Whiting,0,June 1970,0,2,"The Comintern and the Chinese Communists, 1928–1931"
https://doi.org/10.1017/S0305741000030496,Graham Hutchings,0,March 1991,0,4,Xin Guixi Jishi (A History of the New Guangxi Clique) (Volume 1)
https://doi.org/10.1017/S0305741000026655,Jean Levi,0,March 1988,0,2,The World of Thought in Ancient China
https://doi.org/10.1017/S0305741000029428,Ellen R. Eliasoph and Susan Grueneberg,0,December 1981,0,6,Law on Display in China
https://doi.org/10.1017/S0305741000018099,Douglas Lancashire,0,June 1989,0,4,Missionary Medicine in China
https://doi.org/10.1017/S0305741000032318,Robert F. Ash and Y. Y. Kueh,0,December 1993,0,71,"Economic Integration within Greater China: Trade and Investment Flows Between China, Hong Kong and Taiwan*"
https://doi.org/10.1017/S000944390100050X,Avery Goldstein,0,December 2001,0,106,The Diplomatic Face of China's Grand Strategy: A Rising Power's Emerging Choice
https://doi.org/10.1017/S0305741000008833,David Shambaugh,0,June 1990,0,5,The Mandarin and the Cadre: China's Political Cultures
https://doi.org/10.1017/S0305741000050657,Thomas W. Robinson,0,December 1996,0,25,America in Taiwan' Post Cold-War Foreign Relations
https://doi.org/10.1017/S0305741015001344,Xuezhi Guo,0,December 2015,4,42,State and Agents in China: Disciplining Government Officials
https://doi.org/10.1017/S0305741000029064,François Godement,0,September 1981,0,3,La Chine fait ses comptes
https://doi.org/10.1017/S0305741000036997,Merle Goldman,0,March 1986,0,4,Blooming and Contending: Chinese Literature in the Post-Mao Era
https://doi.org/10.1017/S0305741000006822,Jonathan Mirsky,0,March 1975,0,2,Essays on the Sources for Chinese History
https://doi.org/10.1017/S0305741000027156,Pamela Atwell,0,December 1987,0,10,"Making Revolution: The Communist Movement in Eastern and Central China, 1937–1945"
https://doi.org/10.1017/S0305741008000490,Ryosei Kokubun,0,June 2008,0,27,"Tomoyuki Kojima, 1943–2008"
https://doi.org/10.1017/S0305741000002198,Peter Wesley-Smith,0,June 1998,0,5,A Legislature Comes of Age: Hong Kong's Search for Influence and Identity
https://doi.org/10.1017/S0305741000000370,John K. Fairbank,0,June 1982,0,5,Modernization and its Discontent
https://doi.org/10.1017/S0305741012000823,"Jean C. Oi (a1), Kim Singer Babiarz (a2), Linxiu Zhang (a3), Renfu Luo (a4) and Scott Rozelle (a5)...",0,September 2012,4,94,Shifting Fiscal Control to Limit Cadre Power in China's Townships and Villages*
https://doi.org/10.1017/S0305741000046828,Ming K. Chan,0,September 1997,2,227,The Legacy of the British Administration of Hong Kong: A View from Hong Kong
https://doi.org/10.1017/S0305741000051237,K.P.K Whitaker,0,September 1987,0,4,A Complete Course in the Art of Chinese Calligraphy-Principles and Practice
https://doi.org/10.1017/S0305741014001428,Wu Junqing,0,December 2014,5,27,"Globalization and the Making of Religious Modernity in China: Transnational Religions, Local Agents, and the Study of Religion, 1800–Present"
https://doi.org/10.1017/S0305741000046099,Kurt Radtke,0,December 1979,0,6,"China, Japan and Multipolarity"
https://doi.org/10.1017/S0305741000004562,Peter Wesley-Smith,0,December 1991,0,2,Sovereignty and the Status Quo: The Historical Roots of China's Hong Kong Policy
https://doi.org/10.1017/S0305741000007773,Marianne Bastid,0,December 1975,0,1,La Chine pour nous
https://doi.org/10.1017/S0305741000005427,Brunhild Staiger,0,June 1991,0,6,Berufliche Bildung des Auslands: Volksrepublik China
https://doi.org/10.1017/S0305741000052140,D.E. Pollard,0,September 1996,0,8,Translating Chinese Literature 
https://doi.org/10.1017/S0305741013000519,Suzanne P. Ogden,0,June 2013,1,15,Cross-Border Governance in Asia: Regional Issues and Mechanisms
https://doi.org/10.1017/S0305741000019044,Allen S. Whiting,0,September 1990,0,4,The Asian Dilemma in US Foreign Policy
https://doi.org/10.1017/S0305741000031088,Roderick MacFarquhar,0,September 1991,0,20,John King Fairbank: A Memoir
https://doi.org/10.1017/S0305741000036936,Kuang Sheng Liao,0,March 1986,0,3,The Lessons of Coalition Politics: Sino–American Security Relations
https://doi.org/10.1017/S0305741013000179,Greg Guldin,0,March 2013,1,17,Sociology and Anthropology in Twentieth-Century China: Between Universalism and Indigenism
https://doi.org/10.1017/S0305741000014077,C. D. Alison Bailey,0,September 1993,0,2,The Pen and the Sword: Literature and Revolution in Modern China
https://doi.org/10.1017/S0305741010000810,Bridie Andrews,0,September 2010,1,10,Leprosy in China: A History
https://doi.org/10.1017/S030574100600083X,Guobin Yang,0,March 2007,0,82,How Do Chinese Civic Associations Respond to the Internet
https://doi.org/10.1017/S0305741000053078,Arthur Waldron,0,December 1994,0,9,The Power of the Gun: The Emergence of Modern Chinese Warlordism
https://doi.org/10.1017/S0305741000034780,Frederick C. Teiwes,0,January 1970,0,8,The Evolution of Leadership Purges in Communist China
https://doi.org/10.1017/S0305741000020361,undefined S. G.,0,September 1962,0,4,“Legal Aspects of the Sino-Indian Border Dispute”
https://doi.org/10.1017/S0305741000015095,Graham E. Johnson,0,September 1995,0,12,The True North Strong: Contemporary Chinese Studies in Canada*
https://doi.org/10.1017/S0305741017000327,Regina Enjuto Martinez,0,March 2017,5,50,Law and Fair Work in China 
https://doi.org/10.1017/S0305741005250269,Marc Blecher,0,June 2005,0,4,Wild Grass: Three Stories of Change in Modern China
https://doi.org/10.1017/S0305741000020531,undefined Trevelyan,0,December 1977,0,2,Mao Tse-tung in the Scales of History
https://doi.org/10.1017/S0305741000050359,Edward Friedman,0,April 1972,0,3,“Beloved” or Enemy
https://doi.org/10.1017/S0305741000026047,John Watt,0,June 1961,0,5,The Effect of Transportation on Famine Prevention
https://doi.org/10.1017/S0305741000020002,John K. Fairbank,0,June 1987,0,3,An Ordinary Relationship: American Opposition to Republican Revolution in China
https://doi.org/10.1017/S0305741000014958,David Shambaugh,0,September 1995,0,8,Keeping Pace with a Changing China: The China Quarterly at 35
https://doi.org/10.1017/S0305741006001044,GREGORY W. NOBLE,0,March 2007,0,5,"China Shifts Gears: Automakers, Oil, Pollution, and Development"
https://doi.org/10.1017/S0305741000032008,David S. G. Goodman,0,March 1976,0,1,China: Day by Day
https://doi.org/10.1017/S0305741000033348,D. E. Pollard,0,December 1985,0,14,"The Controversy Over Modernism, 1979–84"
https://doi.org/10.1017/S0305741000025406,Chi-hsi Hu,0,September 1974,0,12,The Sexual Revolution in the Kiangsi Soviet
https://doi.org/10.1017/S0305741000037541,Neville Maxwell,0,December 1976,0,3,Recent Chinese Grain Figures
https://doi.org/10.1017/S0305741012000057,Marc Blecher,0,March 2012,2,26,China's Cotton Industry: Economic Transformation and State Capacity
https://doi.org/10.1017/S0305741000017045,Elizabeth Wright,0,June 1984,0,1,China Old and New
https://doi.org/10.1017/S0305741000028137,Thierry Pairault,0,March 1981,0,3,China and the World Food System
https://doi.org/10.1017/S0305741000024358,John S. Aird,0,December 1983,0,4,The Preliminary Results of China's 1982 Census*
https://doi.org/10.1017/S030574100003006X,Lars Ragvald,0,June 1985,0,3,Broken Earth: The Rural Chinese
https://doi.org/10.1017/S0305741000014491,Gerry Bowman,0,June 1968,0,3,China: The Other Communism
https://doi.org/10.1017/S0305741000032586,Hiroyuki Imai,0,December 1993,0,1,Money in the People's Republic of China: A Comparative Perspective
https://doi.org/10.1017/S030574100000895X,Erik Baark,0,June 1990,0,4,Science and Technology in Post-Mao China
https://doi.org/10.1017/S030574101600148X,Sara A. Newland (a1),0,December 2016,7,254,Which Public
https://doi.org/10.1017/S0305741000015174,Roger B. Jeans,0,September 1995,0,1,Autocratic Tradition and Chinese Politics
https://doi.org/10.1017/S0305741000052838,Wen-hsin Yeh,0,December 1994,0,48,Middle County Radicalism: The May Fourth Movement in Hangzhou*
https://doi.org/10.1017/S0305741000006615,Daniel S. Juhn,0,March 1973,0,1,Communism in Korea
https://doi.org/10.1017/S030574100700183X,Greg Rohlf,0,September 2007,0,11,Transition and Challenge: China's Population at the Beginning of the 21st Century
https://doi.org/10.1017/S0305741000002174,Warren I. Cohen,0,June 1998,0,3,"Recasting the Imperial Far East: Britain and America in China, 1945–1950"
https://doi.org/10.1017/S030574100000148X,Steven M. Goldstein,0,December 1999,0,4,China's Enterprise Reform: Changing State/Society Relations after Mao
https://doi.org/10.1017/S030574100002885X,John Gittings,0,July 1967,0,2,Peking and People's Wars
https://doi.org/10.1017/S0305741000051870,Arthur Waldron,0,September 1996,0,12,Cultural Realism: Strategic Culture and Grand Strategy in Chinese History
https://doi.org/10.1017/S0305741011000208,Danning Wang,0,March 2011,4,26,Red Lights: The Lives of Sex Workers in Postsocialist China
https://doi.org/10.1017/S0305741000002903,L. Ladany,0,April 1962,0,3,La Cina in Cifre (China in Figures)
https://doi.org/10.1017/S0305741000027405,J. E. Hoare,0,December 1987,0,2,Peace and Unification in Korea and International Law
https://doi.org/10.1017/S0305741000026412,"Teh-Wei Hu, Ming Li and Shuzhong Shi",0,March 1988,0,4,Analysis of Wages and Bonus Payments Among Tianjin Urban Workers
https://doi.org/10.1017/S030574101300012X,Delia Davin,0,March 2013,1,27,Scattered Sand: The Story of China's Rural Migrants
https://doi.org/10.1017/S0305741005260265,Børge Bakken,0,June 2005,0,8,The Great Wall of Confinement: The Chinese Prison Camp Through Contemporary Fiction and Reportage
https://doi.org/10.1017/S0305741000041060,James I. Crump,0,June 1992,0,5,"Chinese Drama: An Annotated Bibliography of Commentary, Criticism and Plays in English Translation"
https://doi.org/10.1017/S030574100002333X,Brian Hook,0,September 1983,0,22,The Government of Hong Kong: Change Within Tradition*
https://doi.org/10.1017/S0305741000033075,Tao Tao Liu,0,March 1995,0,5,Modernism and Nativist Resistance: Contemporary Chinese Fiction from Taiwan
https://doi.org/10.1017/S0305741000022621,Stuart Kirby,0,March 1960,0,10,Russia's Largest Satellite
https://doi.org/10.1017/S0305741008000179,Jean-Pierre Cabestan,0,March 2008,0,14,Assessing the Threat: The Chinese Military and Taiwan's Security
https://doi.org/10.1017/S0305741000033002,James D. Seymour,0,March 1995,0,9,Between Freedom and Subsistence: China and Human Rights
https://doi.org/10.1017/S0305741000013084,Nailene Chou,0,September 1980,0,3,"Scholars' Guide to Washington, D"
https://doi.org/10.1017/S0305741000036377,Aron Shai,0,March 1978,0,2,Britain and the People's Republic of China 1949–74
https://doi.org/10.1017/S0305741000020397,Kenneth R. Walker,0,September 1962,0,6,A Review Article: The Years of Triumph - The Statistical System of Communist China
https://doi.org/10.1017/S0305741000017227,James C. Hsiung,0,September 1984,0,4,Lin Biao and the Gang of Four
https://doi.org/10.1017/S0305741016000588,Alain Roux,0,June 2016,6,54,"Revolutions as Organizational Change: The Communist Party and Peasant Communities in South China, 1924–1934"
https://doi.org/10.1017/S0305741011001147,Teresa Wright,0,December 2011,2,16,Beyond the Middle Kingdom: Comparative Perspectives on China's Capitalist Transformation
https://doi.org/10.1017/S0305741000022785,Karl A. Wittfogel,0,June 1960,0,19,The Legend of “Maoism” (concluded)
https://doi.org/10.1017/S0305741000023729,Bonnie S. McDougall,0,March 1989,0,6,Intellectuals in Modern Chinese Fiction
https://doi.org/10.1017/S030574100004515X,Chong-Pin Lin,0,June 1996,0,11,The Military Balance in the Taiwan Straits
https://doi.org/10.1017/S0305741000021834,Martin Bernal,0,September 1966,0,2,Ta Ta Tan Tan: The Inside Story of Communist China
https://doi.org/10.1017/S030574100002511X,H. Gwynne Jones,0,September 1961,0,3,Thought Reform and the Psychology of Totalism: A Study of “Brainwashing” in China
https://doi.org/10.1017/S030574100004131X,Lucian W. Pye,0,March 1992,0,10,"Beautiful Imperialist: China Perceives America, 1972–1990"
https://doi.org/10.1017/S0305741004240760,Chris Bramall,0,December 2004,0,14,"China Against the Tides: Restructuring through Revolution, Radicalism and Reform (second edition)"
https://doi.org/10.1017/S0009443901290251,Xu Gang,0,June 2001,0,2,Chinas ländliche Gesellschaft im Umbruch
https://doi.org/10.1017/S0305741000028319,Howard L. Boorman,0,October 1966,0,15,Mao Tse-tung as Historian
https://doi.org/10.1017/S0305741000049766,W. Richard and Amy A. Wilson,1,June 1970,0,114,The Red Guards and the World Student Movement
https://doi.org/10.1017/S0305741009990774,Margaret Hillenbrand,0,December 2009,2,15,"Chinese Connections: Critical Perspectives on Film, Identity, and Diaspora "
https://doi.org/10.1017/S0305741000016039,David D. Buck,0,March 1985,0,2,Chiang Kai-shek: His Life and Times
https://doi.org/10.1017/S0305741000002782,A. M. Halpern,0,April 1962,0,7,"China, The United Nations, and Beyond"
https://doi.org/10.1017/S0305741000052097,Qi Luo,0,September 1996,0,1,China's Domestic Economy in Regional Context
https://doi.org/10.1017/S0305741000045100,Nan Li,0,June 1996,0,9,"The PLA′s Evolving Warfighting Doctrine, Strategy and Tactics, 1985–1995: A Chinese Perspecti*"
https://doi.org/10.1017/S0305741000044416,Marianne Bastid,0,March 1996,0,1,Imperial China's Last Classical Academies
https://doi.org/10.1017/S0305741000033221,Lucien Bianco,0,March 1995,0,3,Shanghai on Strike: The Politics of Chinese Labor
https://doi.org/10.1017/S0305741000043654,Tsui Kai-yuen,0,March 1997,0,15,Economic Reform and Attainment in Basic Education in China*
https://doi.org/10.1017/S0305741000052644,Susan Whitfield,0,June 1997,0,7,The Scripture on the Ten Kings and the Making of Purgatory in Medieval Chinese Buddhism
https://doi.org/10.1017/S0305741000012352,John Garver,0,June 1980,0,13,Chinese Foreign Policy in 1970: The Tilt Towards the Soviet Union
https://doi.org/10.1017/S0305741000040273,Jude Howell,0,March 1999,0,16,Civil Society in China
https://doi.org/10.1017/S0305741000009061,Martin King Whyte,0,June 1990,0,1,State and Family in Singapore
https://doi.org/10.1017/S0009443902350125,Beatrice Leung,0,March 2002,0,1,"The Spirit and the Flesh in Shandong, 1650–1785"
https://doi.org/10.1017/S0305741000012273,Jonathan D. Spence,0,March 1980,0,5,The China Station: War and Diplomacy 1830–1860
https://doi.org/10.1017/S0305741000010535,Susan B. Rifkin,0,March 1971,0,2,The Organization and Support of Scientific Research and Development in Mainland China
https://doi.org/10.1017/S0305741008000416,Yong Guo,0,June 2008,0,179,Corruption in Transitional China: An Empirical Analysis*
https://doi.org/10.1017/S0305741012001543,"Wai-Hang Yee (a1), Carlos Wing-Hung Lo (a2) and Shui-Yan Tang (a3)",0,March 2013,7,88,Assessing Ecological Modernization in China: Stakeholder Demands and Corporate Environmental Management Practices in Guangdong Province*
https://doi.org/10.1017/S0305741000035104,Dorothy J. Solinger,0,June 1995,0,7,Migration and Urbanization in China
https://doi.org/10.1017/S0305741000038029,Rudolf G. Wagner,0,December 1988,0,4,China's Establishment Intellectuals
https://doi.org/10.1017/S0305741008000301,C. D. Alison Bailey,0,March 2008,0,17,"Revolution of the Heart: A Genealogy of Love in China, 1900–1950"
https://doi.org/10.1017/S0305741000053030,W. J. F. Jenner,0,December 1994,0,13,Waiting for the Dawn: A Plan for the Prince
https://doi.org/10.1017/S0305741000008535,,0,March 1984,0,3,Dr W Klatt replies
https://doi.org/10.1017/S030574101200080X,Liang-ya Liou (a1),0,September 2012,1,45,Autoethnographic Expression and Cultural Translation in Tian Yage's Short Stories*
https://doi.org/10.1017/S0305741009991081,"Victor Shih, Wei Shan and Mingxing Liu",0,March 2010,2,83,Gauging the Elite Political Equilibrium in the CCP: A Quantitative Approach Using Biographical Data*
https://doi.org/10.1017/S030574100002631X,Brian Crozier,0,September 1960,0,3,Communism in South-East Asia: A Political Analysis
https://doi.org/10.1017/S0305741000039084,J. E. Hoare,0,March 1979,0,6,The Unknown War: North China 1937–1945
https://doi.org/10.1017/S0305741006390248,POSHEK FU,0,June 2006,0,9,Chinese National Cinema
https://doi.org/10.1017/S0305741000010092,David Mozingo,0,September 1965,0,2,"Documents on China's Relations with South and Southeast Asia, 1949–1962"
https://doi.org/10.1017/S0305741000053091,Gregor Benton,0,December 1994,0,2,"Chiang Kai-shek's Secret Past: The Memoir of His Second Wife, Ch'en Chieh-ju"
https://doi.org/10.1017/S0305741015001551,T. H. Barrett,0,December 2015,2,15,The Academic Knight between East and West: A Biography of Alexander von Staël-Holstein
https://doi.org/10.1017/S0305741000006573,Christopher Howe,0,March 1973,0,2,Money and Monetary Policy in Communist China
https://doi.org/10.1017/S0305741006260107,Xiaowen Tian,0,March 2006,0,9,Managers and Mandarins in Contemporary China: The Building of an International Business Alliance
https://doi.org/10.1017/S000944390231012X,Rana Mitter,0,March 2002,0,6,China's Trial By Fire: The Shanghai War of 1932
https://doi.org/10.1017/S0305741000031969,Albert Schmid,0,March 1976,0,1,Koreareport: Vom Bruderkrieg zur Wiedervereinigung
https://doi.org/10.1017/S0305741000017471,Li Fan,0,March 1987,0,15,The Question of Interests in the Chinese Policy Making Process
https://doi.org/10.1017/S0305741011001202,Sascha Klotzbücher,0,December 2011,1,15,The Chinese State's Retreat from Health: Policy and the Politics of Retrenchment
https://doi.org/10.1017/S0305741000008249,Tianjian Shi,1,June 2000,0,151,Cultural Values and Democracy in the People's Republic of China
https://doi.org/10.1017/S0305741000020993,Glenn D. Paige and Dong Jun Lee,0,June 1963,0,6,The Post-War Politics of Communist Korea
https://doi.org/10.1017/S0305741015000193,Thomas B. Gold,0,March 2015,2,13,"Working Class Formation in Taiwan: Fractured Solidarity in State-Owned Enterprises, 1945–2012"
https://doi.org/10.1017/S0305741006300240,ANDRÉ LALIBERTÉ,0,June 2006,0,3,A la recherche d'une ombre chinoise: Le mouvement pour la démocratie en Chine (1919–2004)
https://doi.org/10.1017/S0305741015001125,Francesca Bray,0,September 2015,5,23,"The Making of Modern Chinese Medicine, 1850–1960"
https://doi.org/10.1017/S030574100003174X,Michael Loewe,0,March 1976,0,8,Archaeology In The New China
https://doi.org/10.1017/S0305741000027119,Ellis Joffe,0,December 1987,0,14,“People's War under Modern Conditions”: A Doctrine for Modern War*
https://doi.org/10.1017/S0305741000004203,Jeremy Taylor,0,March 2000,0,5,Taiwan: A New History
https://doi.org/10.1017/S0305741006220101,Marina Svensson,0,March 2006,0,5,Realms of Freedom in Modern China
https://doi.org/10.1017/S0009443902370621,Ruth Hayhoe,0,December 2002,0,2,"Éducation et Politique en Chine: Le Rôle des Élites du Jiangsu, 1905–1914"
https://doi.org/10.1017/S030574100001242X,JacQues Guillermaz,0,June 1980,0,3,The Memoirs of Li Tsung–jen
https://doi.org/10.1017/S0305741000000485,H. D. R. Baker,0,June 1982,0,3,The Last Colony: but whose
https://doi.org/10.1017/S0305741000032410,Steven I. Levine,0,December 1993,0,5,China's Fuzzy Transition: Leninism to Post-Leninism
https://doi.org/10.1017/S0305741000030344,Todd M. Johnson,0,March 1991,0,7,"Wages, Benefits, and the Promotion Process for Chinese University Faculty*"
https://doi.org/10.1017/S0305741000042958,Lawrence J. Lau,0,October 1970,0,3,The Taxation System of Communist China (Chinese edition)
https://doi.org/10.1017/S030574100538026X,Jeremy Brown,0,June 2005,0,5,Encyclopedia of Contemporary Chinese Culture
https://doi.org/10.1017/S0305741000004719,Terry Sicular,0,December 1995,0,9,"Redefining State, Plan and Market: China's Reforms in Agricultural Commerce*"
https://doi.org/10.1017/S0305741000049754,Richard K. Diao,1,June 1970,0,166,The Impact of the Cultural Revolution on China's Economic Elite*
https://doi.org/10.1017/S030574100004282X,Sheldon Appleton,1,October 1970,0,83,Taiwanese and Mainlanders on Taiwan: A Survey of Student Attitudes*
https://doi.org/10.1017/S0305741009990129,Daniel Large,0,September 2009,18,106,China's Sudan Engagement: Changing Northern and Southern Political Trajectories in Peace and War*
https://doi.org/10.1017/S0009443903360310,Joshua Goldstein,0,June 2003,0,18,"The Cinema of Hong Kong: History, Arts, Identity"
https://doi.org/10.1017/S0305741000031908,C. Cullen,0,March 1976,0,2,Science and Civilisation in China
https://doi.org/10.1017/S0305741000000059,Charles H. C. Chen and Carl W. Tyler,0,March 1982,0,5,Demographic Implications of Family Size Alternatives in the People's Republic of China
https://doi.org/10.1017/S0305741000031489,Allen S. Whiting,0,December 1990,0,5,"China And The Soviet Union, 1949–84"
